House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,House_Age,Garage,Parking,Location,Furnished,Garden,Condition,Distance_to_City_km,Price
H01176,2014,5,3,1,23,2,0,Suburban,Yes,Yes,Average,23.6,539141
H01177,1204,2,1,2,39,2,1,Urban,No,No,Excellent,7.7,402240
H01178,1235,2,4,3,14,2,2,Urban,No,Yes,Average,23.2,422947
H01179,3318,6,5,3,27,0,4,Urban,No,Yes,Needs Renovation,17.7,830161
H01180,2777,6,3,2,27,3,3,Urban,No,No,Needs Renovation,19.0,683767
H01181,3416,3,3,3,33,1,2,Urban,No,No,Needs Renovation,12.9,771478
H01182,1963,1,3,2,20,0,4,Urban,Yes,No,Good,28.6,552639
H01183,2268,6,3,2,19,0,1,Suburban,Yes,No,Good,2.6,623920
H01184,3371,6,4,2,33,2,0,Suburban,No,Yes,Excellent,21.7,811424
H01185,3154,1,3,1,32,2,4,Rural,No,Yes,Excellent,12.6,678410
H01186,2619,1,1,3,39,2,1,Rural,No,No,Excellent,14.4,521861
H01187,676,4,4,2,26,1,0,Suburban,Yes,Yes,Good,22.1,319149
H01188,3112,5,1,3,5,0,4,Urban,Yes,Yes,Needs Renovation,25.2,768762
H01189,3132,6,2,2,10,1,1,Urban,No,No,Needs Renovation,1.7,786564
H01190,3058,6,5,2,12,0,0,Rural,No,No,Average,23.0,643437
H01191,1812,2,3,1,40,1,4,Suburban,Yes,Yes,Average,19.5,466298
H01192,2425,1,3,2,20,3,1,Urban,No,No,Excellent,13.2,662903
H01193,1598,2,4,2,18,3,2,Rural,No,Yes,Good,25.9,379420
H01194,2676,5,3,1,17,2,1,Urban,No,No,Good,11.6,733682
H01195,4610,3,4,1,32,3,3,Rural,No,Yes,Excellent,6.7,970386
H01196,4446,5,5,3,1,1,3,Suburban,Yes,Yes,Average,3.9,1054397
H01197,3141,1,5,3,37,3,3,Suburban,No,No,Needs Renovation,9.1,655741
H01198,1362,1,5,1,12,2,1,Rural,Yes,Yes,Excellent,17.4,410544
H01199,1292,1,4,3,25,0,3,Suburban,No,No,Needs Renovation,14.7,314126
H01200,2432,4,5,1,2,0,0,Suburban,No,Yes,Average,12.7,615357
H01201,4850,3,4,1,38,2,4,Suburban,No,Yes,Average,7.0,1033305
H01202,4719,2,1,2,31,2,4,Urban,No,No,Needs Renovation,20.2,962749
H01203,2923,3,5,2,30,0,0,Suburban,No,No,Good,16.6,664327
H01204,4861,2,4,3,4,3,2,Rural,Yes,No,Good,28.9,983655
H01205,2616,6,4,1,3,1,1,Suburban,No,No,Needs Renovation,20.8,621058
H01206,1075,1,3,3,20,3,3,Suburban,No,No,Good,11.4,357715
H01207,1912,2,1,2,15,1,1,Rural,No,No,Average,21.7,365816
H01208,1059,6,4,2,3,2,3,Rural,Yes,Yes,Excellent,9.1,426340
H01209,1604,4,3,3,27,1,2,Urban,Yes,No,Average,4.1,529254
H01210,3448,4,3,2,38,0,0,Rural,Yes,Yes,Needs Renovation,8.8,713924
H01211,2725,1,3,3,16,2,2,Urban,No,No,Excellent,29.8,684197
H01212,3105,6,1,3,32,3,4,Rural,No,Yes,Needs Renovation,15.5,642034
H01213,4646,5,5,2,12,3,2,Rural,Yes,Yes,Needs Renovation,15.6,1004176
H01214,2184,1,4,2,39,0,3,Urban,Yes,Yes,Excellent,21.7,618159
H01215,4776,2,2,3,0,1,0,Urban,Yes,No,Good,18.6,1088059
H01216,710,1,5,1,18,1,0,Rural,Yes,Yes,Good,27.7,215563
H01217,3274,5,3,2,19,1,4,Suburban,Yes,No,Good,11.9,809328
H01218,3318,3,5,2,16,2,3,Suburban,Yes,No,Good,5.5,826436
H01219,3807,2,3,3,4,3,3,Rural,No,No,Good,16.2,793149
H01220,1035,4,2,2,34,0,3,Rural,Yes,No,Good,4.4,319997
H01221,3628,6,3,1,29,2,1,Rural,No,Yes,Needs Renovation,29.2,732091
H01222,3009,4,3,2,34,0,1,Urban,No,Yes,Average,18.3,735830
H01223,4394,4,5,2,1,2,0,Suburban,Yes,No,Good,24.5,999607
H01224,735,4,1,1,40,2,1,Urban,Yes,No,Good,25.6,311986
H01225,1290,3,2,3,27,0,3,Suburban,Yes,No,Average,8.6,387248
H01226,1825,3,5,1,26,1,4,Rural,No,No,Good,23.5,427261
H01227,1168,5,4,2,8,0,0,Rural,Yes,No,Good,9.1,358385
H01228,2368,6,4,2,36,2,4,Urban,Yes,No,Excellent,26.0,713979
H01229,2086,3,2,1,20,3,4,Suburban,Yes,Yes,Average,22.9,541380
H01230,3588,5,5,3,6,1,4,Suburban,No,No,Average,27.0,826996
H01231,736,6,4,3,11,2,4,Urban,No,Yes,Good,10.5,458504
H01232,3001,1,2,2,12,2,3,Suburban,No,Yes,Average,12.8,673835
H01233,4375,1,3,3,24,3,4,Suburban,No,Yes,Excellent,6.7,967571
H01234,4335,6,5,2,30,0,3,Suburban,No,Yes,Excellent,2.8,1053200
H01235,1700,1,2,3,8,2,0,Rural,No,Yes,Needs Renovation,11.5,337009
H01236,634,5,3,2,9,0,0,Rural,Yes,No,Excellent,12.3,278732
H01237,2126,3,5,1,34,1,1,Suburban,Yes,Yes,Average,27.1,554438
H01238,820,5,1,2,4,2,4,Suburban,Yes,No,Good,3.8,398063
H01239,2946,4,1,3,39,3,4,Rural,Yes,No,Needs Renovation,7.3,606403
H01240,4519,3,2,3,13,0,0,Rural,Yes,Yes,Excellent,12.2,947426
H01241,1790,4,3,1,31,1,4,Suburban,Yes,No,Excellent,11.0,519843
H01242,1521,1,5,1,18,2,0,Rural,No,Yes,Excellent,27.7,364384
H01243,1711,3,3,1,16,3,2,Suburban,Yes,Yes,Needs Renovation,1.1,482200
H01244,683,6,2,3,9,0,2,Suburban,No,No,Needs Renovation,3.3,294008
H01245,3748,4,4,2,15,2,1,Urban,No,Yes,Needs Renovation,23.5,856716
H01246,1675,4,1,2,2,2,1,Urban,No,No,Excellent,16.0,542378
H01247,2267,2,4,2,12,2,2,Rural,Yes,Yes,Good,2.5,571205
H01248,3479,2,1,1,30,2,3,Suburban,No,No,Average,9.5,727168
H01249,1373,1,1,3,18,3,2,Urban,No,No,Excellent,21.7,440700
H01250,4824,3,1,2,7,1,3,Urban,No,No,Average,17.6,1070942
H01251,1766,4,1,1,31,0,1,Rural,Yes,Yes,Excellent,16.9,425842
H01252,1356,1,3,1,21,0,2,Urban,Yes,No,Good,10.9,457725
H01253,3717,2,4,1,3,1,3,Rural,Yes,No,Excellent,26.8,800484
H01254,3005,5,2,3,20,3,3,Suburban,Yes,Yes,Needs Renovation,18.9,709872
H01255,936,4,3,3,12,3,4,Rural,No,Yes,Needs Renovation,22.1,238575
H01256,3467,6,3,2,1,0,1,Rural,No,Yes,Good,24.3,775893
H01257,2608,2,1,1,18,1,4,Suburban,No,Yes,Needs Renovation,17.8,561410
H01258,4139,3,4,1,32,2,4,Suburban,No,Yes,Needs Renovation,25.1,873078
H01259,4602,5,5,2,2,1,4,Urban,Yes,No,Good,11.9,1132778
H01260,1729,2,2,3,21,0,0,Rural,Yes,Yes,Excellent,24.0,423585
H01261,2374,5,1,2,2,2,3,Suburban,No,No,Excellent,21.8,633151
H01262,1560,3,2,3,25,2,4,Suburban,No,No,Excellent,1.3,485078
H01263,2015,3,1,2,26,3,3,Suburban,Yes,Yes,Needs Renovation,14.3,488264
H01264,3214,3,3,1,12,1,4,Suburban,No,No,Needs Renovation,10.1,726226
H01265,3419,5,1,1,14,2,2,Rural,No,No,Good,28.2,697294
H01266,2380,5,5,1,10,3,3,Suburban,No,No,Good,15.7,653666
H01267,1765,4,5,1,5,2,2,Urban,No,Yes,Needs Renovation,2.3,564548
H01268,1949,6,2,1,17,2,4,Urban,Yes,No,Needs Renovation,14.5,581553
H01269,3407,4,5,1,9,1,1,Rural,Yes,No,Needs Renovation,11.8,744402
H01270,4265,1,5,3,19,0,2,Suburban,No,No,Needs Renovation,17.7,848367
H01271,4308,3,3,3,28,0,4,Rural,Yes,No,Good,5.2,885265
H01272,2867,2,5,3,38,2,2,Rural,No,Yes,Average,27.4,590010
H01273,3163,5,1,3,30,0,0,Suburban,Yes,Yes,Needs Renovation,9.7,719818
H01274,1620,5,2,1,25,1,0,Suburban,Yes,No,Good,15.2,489282
H01275,2370,6,3,1,30,2,2,Rural,No,No,Needs Renovation,1.6,504746
H01276,2609,4,1,3,35,3,0,Rural,Yes,Yes,Average,25.0,545853
H01277,2980,5,2,2,22,1,3,Suburban,Yes,No,Good,10.8,740778
H01278,3980,1,2,1,5,2,3,Urban,Yes,No,Excellent,20.5,972794
H01279,664,1,2,3,7,3,1,Suburban,Yes,No,Needs Renovation,23.3,218891
H01280,932,2,1,2,6,0,3,Urban,Yes,Yes,Good,3.2,443650
H01281,2503,5,5,1,5,1,2,Rural,Yes,No,Good,9.9,649107
H01282,1320,3,5,1,19,0,4,Urban,Yes,No,Good,23.7,494385
H01283,2593,2,5,1,15,1,2,Urban,Yes,Yes,Needs Renovation,13.9,703657
H01284,3127,4,4,1,2,2,1,Rural,No,No,Needs Renovation,24.4,644142
H01285,3160,2,5,1,18,2,4,Urban,Yes,Yes,Excellent,1.8,876495
H01286,3842,2,2,1,25,3,2,Rural,No,Yes,Average,27.1,758606
H01287,2889,2,2,1,30,0,1,Urban,Yes,Yes,Needs Renovation,18.6,694457
H01288,854,2,2,2,14,0,3,Suburban,Yes,No,Good,3.2,340787
H01289,937,6,2,1,28,0,2,Rural,No,Yes,Needs Renovation,26.7,208599
H01290,4986,6,3,1,37,0,2,Rural,Yes,No,Average,26.3,981699
H01291,3293,3,1,3,30,3,0,Rural,Yes,Yes,Average,4.4,694503
H01292,1523,4,2,2,8,2,0,Rural,No,No,Needs Renovation,9.2,344277
H01293,2235,2,5,3,7,2,2,Suburban,No,Yes,Excellent,21.1,593707
H01294,1028,4,4,1,26,3,2,Urban,No,Yes,Needs Renovation,5.6,425903
H01295,907,5,4,2,33,1,1,Urban,Yes,No,Needs Renovation,11.8,384320
H01296,2830,2,3,2,13,2,1,Urban,No,No,Excellent,10.9,742121
H01297,1911,6,1,2,25,1,1,Suburban,Yes,Yes,Needs Renovation,17.6,490775
H01298,2928,4,3,1,39,0,4,Suburban,No,Yes,Average,11.4,666406
H01299,2528,1,5,1,34,3,3,Urban,Yes,No,Good,2.4,697959
H01300,2589,6,4,3,3,3,2,Urban,No,Yes,Excellent,21.8,770773
H01301,2420,3,1,1,36,0,3,Rural,No,No,Good,20.4,486345
H01302,1204,5,1,2,34,0,0,Rural,Yes,No,Average,13.9,283735
H01303,3988,6,3,3,18,3,3,Suburban,Yes,No,Average,4.2,958216
H01304,2449,5,3,1,19,2,2,Urban,No,Yes,Excellent,26.9,722166
H01305,3603,1,2,2,32,3,3,Suburban,Yes,Yes,Needs Renovation,22.4,764307
H01306,2185,1,2,2,31,3,2,Urban,Yes,No,Needs Renovation,7.6,561114
H01307,1866,1,5,1,34,0,3,Rural,Yes,No,Needs Renovation,10.0,405233
H01308,3762,4,4,3,37,2,3,Rural,Yes,Yes,Needs Renovation,11.9,788947
H01309,1208,2,2,2,5,2,3,Rural,No,Yes,Good,7.4,353903
H01310,3602,3,2,2,18,3,0,Rural,Yes,No,Good,5.7,785715
H01311,1065,3,1,3,22,0,0,Suburban,Yes,Yes,Excellent,12.5,373835
H01312,1209,1,4,3,21,0,4,Rural,Yes,Yes,Good,25.0,319815
H01313,1355,6,3,1,23,1,1,Suburban,Yes,No,Average,1.5,447023
H01314,1950,4,3,2,14,1,3,Suburban,Yes,No,Good,5.4,584537
H01315,4474,3,3,3,14,0,4,Rural,Yes,Yes,Needs Renovation,23.8,868744
H01316,3931,4,5,3,36,1,3,Rural,Yes,Yes,Good,15.7,843701
H01317,1138,3,2,2,24,3,1,Suburban,Yes,Yes,Good,16.2,393755
H01318,4405,2,5,3,36,0,3,Rural,Yes,No,Needs Renovation,25.9,844110
H01319,1696,1,2,2,16,0,0,Suburban,No,No,Excellent,24.9,438494
H01320,4490,1,2,3,1,0,1,Suburban,Yes,Yes,Needs Renovation,11.8,928367
H01321,2818,1,5,2,36,1,3,Urban,Yes,Yes,Good,8.0,751014
H01322,4747,5,2,2,9,0,3,Suburban,No,No,Needs Renovation,7.5,1000832
H01323,950,3,3,2,26,2,0,Rural,Yes,No,Excellent,16.3,312860
H01324,2446,2,5,3,5,3,1,Rural,Yes,No,Excellent,3.8,630184
H01325,3009,6,3,2,37,0,2,Suburban,Yes,No,Excellent,26.0,728223
H01326,1300,3,2,3,38,0,2,Suburban,Yes,Yes,Excellent,29.4,378072
H01327,895,4,5,3,40,1,0,Rural,No,No,Needs Renovation,17.1,197720
H01328,1678,3,2,3,38,2,3,Urban,Yes,Yes,Needs Renovation,1.8,491296
H01329,3751,6,3,1,2,2,0,Rural,No,No,Good,5.2,845870
H01330,3154,2,3,3,7,2,3,Urban,No,No,Needs Renovation,29.9,734196
H01331,1881,6,1,1,0,1,1,Suburban,No,No,Excellent,18.2,546008
H01332,3687,2,1,3,38,0,4,Rural,No,No,Good,23.5,685375
H01333,4023,2,1,1,27,3,3,Suburban,No,No,Excellent,3.5,901925
H01334,4498,2,3,2,11,2,4,Suburban,Yes,Yes,Good,22.3,990744
H01335,3494,4,3,3,21,1,3,Urban,Yes,Yes,Average,1.5,910790
H01336,1221,5,2,1,33,2,1,Suburban,No,Yes,Needs Renovation,10.0,349777
H01337,1299,2,2,3,35,1,4,Urban,Yes,No,Needs Renovation,24.6,377037
H01338,3863,4,1,3,36,1,0,Rural,No,No,Needs Renovation,4.8,733085
H01339,4343,3,1,1,17,3,3,Suburban,Yes,Yes,Good,6.7,976237
H01340,3390,3,2,3,19,1,3,Urban,Yes,No,Excellent,28.9,854122
H01341,1905,5,2,3,40,0,0,Rural,No,No,Good,29.3,385031
H01342,3452,1,1,1,25,3,4,Suburban,No,No,Average,15.8,724501
H01343,4028,5,1,2,35,2,3,Rural,Yes,No,Excellent,6.2,865645
H01344,984,4,2,2,16,1,2,Suburban,Yes,Yes,Average,17.7,360248
H01345,4105,2,2,3,31,2,0,Rural,No,Yes,Needs Renovation,2.2,778431
H01346,2602,6,5,2,22,1,4,Urban,Yes,Yes,Average,2.3,781189
H01347,1707,1,3,2,37,0,2,Rural,No,No,Excellent,22.9,341284
H01348,2402,5,2,2,33,3,1,Urban,Yes,Yes,Good,20.3,704087
H01349,4287,4,4,1,39,3,1,Suburban,Yes,Yes,Average,15.8,950709
H01350,2282,3,3,3,0,3,3,Rural,Yes,No,Good,29.7,531735
H01351,4380,5,3,3,34,3,0,Rural,No,No,Good,26.8,857919
H01352,3769,6,1,2,16,3,0,Rural,Yes,No,Average,23.3,811266
H01353,4217,5,1,3,4,2,0,Rural,Yes,No,Average,23.8,863484
H01354,4727,1,5,2,23,2,4,Rural,No,No,Average,29.3,891207
H01355,1579,2,4,1,5,2,4,Rural,No,No,Good,27.4,375183
H01356,1904,1,3,2,6,1,3,Rural,Yes,No,Good,29.8,434179
H01357,2752,6,3,3,29,0,4,Urban,Yes,No,Good,20.6,753621
H01358,1943,3,3,1,7,2,2,Rural,Yes,Yes,Needs Renovation,1.0,473025
H01359,3669,1,4,1,35,2,1,Suburban,Yes,Yes,Needs Renovation,23.5,760464
H01360,1779,5,5,3,17,3,4,Urban,No,Yes,Good,6.2,633302
H01361,1972,2,4,1,33,1,3,Rural,Yes,Yes,Excellent,9.4,514497
H01362,4406,5,1,1,35,0,2,Rural,No,Yes,Average,27.5,844702
H01363,3427,2,2,1,8,1,2,Suburban,Yes,Yes,Average,3.4,794459
H01364,3771,2,2,3,10,3,4,Suburban,Yes,No,Good,19.7,863381
H01365,1653,6,2,3,16,2,4,Rural,No,Yes,Good,4.1,465638
H01366,3127,6,4,1,38,0,1,Rural,Yes,No,Average,12.7,688797
H01367,3370,2,5,1,19,1,0,Rural,No,Yes,Excellent,1.1,758984
H01368,954,3,2,1,26,0,3,Rural,No,Yes,Excellent,17.3,299532
H01369,1698,2,2,1,29,1,3,Urban,No,Yes,Needs Renovation,21.1,442657
H01370,1794,3,2,3,30,3,0,Urban,Yes,No,Excellent,14.1,569222
H01371,3893,3,4,1,22,2,4,Suburban,No,No,Needs Renovation,21.4,823017
H01372,817,1,4,3,11,3,4,Urban,No,No,Excellent,4.5,432064
H01373,4294,4,4,2,9,3,0,Rural,No,No,Average,22.2,861794
H01374,2179,1,4,1,36,2,0,Suburban,Yes,No,Good,24.0,502247
H01375,4579,1,3,2,17,1,3,Suburban,No,Yes,Good,7.3,977036
H01376,1347,5,4,2,14,1,0,Rural,No,No,Good,3.0,380962
H01377,1440,2,3,2,19,0,4,Urban,Yes,No,Needs Renovation,16.3,436766
H01378,1296,5,3,3,18,2,0,Rural,Yes,Yes,Needs Renovation,9.8,369347
H01379,3286,3,5,3,12,1,3,Suburban,Yes,No,Needs Renovation,18.9,757905
H01380,2370,2,3,2,3,3,1,Urban,No,No,Excellent,10.3,693701
H01381,4765,3,3,2,34,0,0,Suburban,Yes,No,Average,11.2,1014092
H01382,2470,1,2,2,2,2,3,Suburban,No,No,Excellent,2.8,632799
H01383,4844,5,1,2,28,0,0,Urban,No,Yes,Average,6.1,1096084
H01384,2495,2,3,1,3,0,2,Suburban,Yes,Yes,Average,6.5,644995
H01385,1539,3,2,2,4,1,0,Suburban,No,Yes,Average,25.9,418265
H01386,3511,2,1,1,28,1,1,Rural,Yes,Yes,Excellent,29.7,711980
H01387,4684,6,4,2,34,3,1,Urban,No,Yes,Average,21.6,1071906
H01388,2425,5,3,2,4,0,4,Urban,Yes,No,Excellent,29.4,726809
H01389,3900,5,5,2,12,1,3,Rural,No,No,Average,6.8,835025
H01390,4291,1,2,1,27,0,4,Suburban,Yes,Yes,Excellent,19.6,948036
H01391,3397,3,1,1,6,3,1,Suburban,No,No,Average,11.1,754749
H01392,2641,1,3,3,28,0,3,Urban,Yes,Yes,Good,4.2,718330
H01393,1993,2,4,2,1,2,0,Urban,No,Yes,Excellent,28.9,612874
H01394,3205,5,4,3,35,0,1,Suburban,Yes,Yes,Average,11.0,753934
H01395,4976,3,1,2,31,2,2,Suburban,No,No,Average,8.3,1007355
H01396,2157,1,4,3,1,3,2,Urban,No,Yes,Average,3.6,633023
H01397,3078,1,4,1,31,3,3,Suburban,Yes,No,Good,5.5,744928
H01398,3122,1,5,1,39,2,0,Rural,No,Yes,Needs Renovation,26.9,556233
H01399,3086,3,3,2,9,2,0,Suburban,No,Yes,Average,3.1,735370
H01400,2239,1,5,3,10,3,4,Rural,No,No,Good,26.0,491758
H01401,4279,2,3,2,21,1,4,Urban,Yes,No,Good,3.2,1028707
H01402,3061,2,2,2,39,1,1,Rural,No,Yes,Needs Renovation,23.8,537810
H01403,2064,3,4,2,10,0,4,Suburban,Yes,Yes,Average,17.3,581193
H01404,1795,6,5,1,38,3,4,Suburban,No,No,Needs Renovation,3.1,514119
H01405,1017,6,3,3,18,3,4,Urban,No,No,Excellent,26.7,446440
H01406,4109,2,1,3,39,3,0,Rural,No,Yes,Average,21.2,768406
H01407,2053,2,3,2,22,2,1,Suburban,Yes,Yes,Good,21.0,546899
H01408,1590,1,4,3,37,2,4,Rural,Yes,Yes,Average,26.1,374892
H01409,1855,5,1,1,31,3,0,Urban,No,Yes,Needs Renovation,14.6,509801
H01410,3865,1,2,2,19,3,1,Rural,Yes,Yes,Excellent,14.5,836145
H01411,4938,6,4,1,39,2,4,Suburban,No,Yes,Average,9.8,1066585
H01412,1147,4,4,1,39,2,4,Suburban,No,No,Excellent,16.0,406432
H01413,4405,2,2,2,13,2,2,Suburban,No,Yes,Excellent,1.0,1011910
H01414,4464,3,5,2,36,2,0,Suburban,No,Yes,Average,22.5,949162
H01415,3985,6,5,3,8,3,2,Urban,No,No,Needs Renovation,25.7,936348
H01416,931,4,4,3,34,3,3,Suburban,Yes,Yes,Average,14.5,377688
H01417,907,1,4,2,3,1,0,Suburban,Yes,Yes,Good,16.2,356812
H01418,2531,6,5,1,33,2,2,Suburban,No,Yes,Excellent,22.7,686727
H01419,4315,5,2,2,7,1,2,Suburban,No,No,Excellent,3.4,990456
H01420,1201,1,4,1,9,1,2,Urban,No,No,Average,8.3,413005
H01421,752,3,1,1,26,1,2,Suburban,Yes,No,Excellent,26.3,278506
H01422,3394,4,2,2,10,2,1,Rural,Yes,Yes,Average,8.4,765191
H01423,2192,1,3,1,22,0,4,Rural,No,No,Good,15.7,461884
H01424,1076,5,5,3,40,3,3,Rural,Yes,Yes,Excellent,16.4,388462
H01425,4645,3,2,2,14,3,3,Urban,Yes,Yes,Good,5.8,1125262
H01426,3653,4,4,2,5,2,0,Suburban,No,Yes,Excellent,6.8,904762
H01427,2645,3,1,2,11,1,1,Suburban,Yes,Yes,Average,16.4,643656
H01428,2815,6,1,2,8,1,4,Urban,Yes,Yes,Average,17.6,770382
H01429,3679,2,3,1,8,3,2,Urban,Yes,No,Average,4.1,930482
H01430,3396,5,2,3,3,1,0,Suburban,No,Yes,Needs Renovation,7.6,791212
H01431,3335,2,3,3,31,2,4,Urban,No,Yes,Average,11.2,817306
H01432,2259,1,5,2,34,2,3,Suburban,No,No,Average,28.1,501006
H01433,1402,2,4,3,39,3,3,Suburban,Yes,No,Good,15.7,409093
H01434,944,4,2,1,12,0,0,Urban,No,No,Average,24.2,336746
H01435,1094,1,1,3,22,2,0,Urban,No,No,Excellent,12.9,377802
H01436,2771,2,4,2,10,1,2,Suburban,No,Yes,Good,3.6,714750
H01437,4629,2,2,3,8,0,2,Suburban,No,No,Average,24.9,949588
H01438,1911,5,2,2,38,0,0,Suburban,Yes,No,Needs Renovation,19.3,457070
H01439,2546,6,1,1,16,3,0,Urban,Yes,No,Good,7.6,744179
H01440,920,1,5,1,34,1,1,Rural,No,No,Needs Renovation,10.2,192809
H01441,1377,6,4,3,29,1,3,Rural,Yes,Yes,Good,27.2,395617
H01442,4096,1,1,2,13,1,0,Urban,No,Yes,Needs Renovation,13.6,884966
H01443,3875,2,1,2,1,3,3,Suburban,No,No,Good,9.0,864537
H01444,3613,4,2,1,3,1,1,Rural,Yes,Yes,Average,2.2,829415
H01445,4032,4,2,2,0,0,2,Urban,No,Yes,Needs Renovation,15.1,932474
H01446,1854,3,2,1,6,3,4,Urban,Yes,Yes,Average,5.1,596211
H01447,2513,3,1,1,31,0,0,Suburban,No,Yes,Average,2.4,586419
H01448,1317,1,1,1,12,3,3,Suburban,No,No,Good,1.5,415404
H01449,1437,1,2,3,21,1,0,Rural,Yes,Yes,Excellent,27.1,355954
H01450,3237,1,2,1,12,2,2,Urban,No,Yes,Needs Renovation,19.8,737142
H01451,4226,6,2,1,23,2,3,Suburban,Yes,Yes,Excellent,7.4,1004796
H01452,1677,1,3,3,18,3,2,Urban,Yes,No,Good,24.9,532622
H01453,1913,5,4,1,28,1,0,Urban,No,Yes,Average,22.2,579398
H01454,1224,2,1,1,6,2,1,Urban,Yes,No,Average,6.4,429463
H01455,4611,2,1,1,33,0,4,Suburban,Yes,Yes,Needs Renovation,23.5,911252
H01456,3539,4,2,3,4,0,2,Rural,No,Yes,Good,17.9,752143
H01457,1408,1,1,3,7,3,2,Urban,No,Yes,Average,9.5,457581
H01458,1118,1,4,2,14,3,4,Rural,Yes,Yes,Good,25.7,329779
H01459,4748,5,5,3,31,0,2,Rural,No,Yes,Average,1.1,1004977
H01460,733,1,4,3,11,1,3,Suburban,No,Yes,Needs Renovation,11.0,266557
H01461,4021,6,2,1,23,3,1,Urban,No,No,Excellent,13.6,998575
H01462,4709,4,4,3,6,0,4,Urban,Yes,No,Needs Renovation,23.1,1061098
H01463,3193,6,4,3,33,0,3,Rural,Yes,No,Average,7.2,727773
H01464,1472,3,3,2,38,1,1,Suburban,Yes,No,Excellent,18.2,430341
H01465,821,4,4,1,31,3,0,Suburban,Yes,Yes,Excellent,1.8,404579
H01466,2668,6,4,2,14,2,1,Suburban,Yes,Yes,Average,18.6,712919
H01467,1750,3,4,1,33,2,1,Rural,No,No,Needs Renovation,1.2,370337
H01468,3534,6,3,2,15,3,0,Urban,Yes,Yes,Good,17.3,950933
H01469,2540,6,3,3,20,1,2,Urban,No,No,Good,8.6,731851
H01470,4760,3,2,2,22,1,3,Urban,Yes,Yes,Excellent,8.3,1143852
H01471,4602,3,3,3,13,3,4,Urban,Yes,No,Average,1.3,1108994
H01472,3796,6,2,3,14,2,1,Rural,No,Yes,Good,15.8,813717
H01473,3841,1,2,3,33,3,1,Suburban,No,Yes,Excellent,8.1,852148
H01474,3186,1,1,2,18,3,4,Suburban,No,Yes,Needs Renovation,28.6,644812
H01475,4161,3,2,1,10,1,2,Urban,No,Yes,Average,12.5,955431
H01476,2151,6,3,3,34,3,4,Suburban,No,Yes,Excellent,8.4,633163
H01477,1564,6,1,3,0,2,3,Rural,No,No,Excellent,30.0,439434
H01478,2379,2,2,1,38,1,3,Suburban,No,Yes,Needs Renovation,21.4,483618
H01479,1305,1,4,3,18,0,1,Suburban,Yes,Yes,Excellent,5.3,454197
H01480,3366,4,2,3,11,2,3,Rural,No,No,Excellent,1.4,764371
H01481,2751,2,3,3,2,2,1,Rural,No,No,Good,8.1,603129
H01482,3382,5,1,1,9,0,1,Rural,Yes,Yes,Good,24.9,746114
H01483,1531,4,5,3,4,0,3,Rural,Yes,Yes,Good,22.3,450584
H01484,809,5,4,2,28,1,0,Suburban,Yes,Yes,Needs Renovation,29.3,287477
H01485,3761,2,1,1,35,1,0,Urban,No,No,Excellent,19.9,863739
H01486,3794,5,1,3,10,1,3,Rural,No,No,Excellent,11.8,814520
H01487,2550,1,1,3,30,1,3,Rural,Yes,Yes,Excellent,21.8,563603
H01488,4250,5,5,3,22,1,1,Urban,No,Yes,Needs Renovation,18.6,965680
H01489,1023,5,5,1,18,1,2,Urban,Yes,Yes,Excellent,17.8,511648
H01490,1136,2,4,3,26,3,3,Suburban,No,Yes,Needs Renovation,21.5,332496
H01491,2397,2,5,2,34,2,4,Suburban,Yes,Yes,Average,3.1,619950
H01492,3562,5,1,3,36,3,0,Urban,Yes,Yes,Good,23.5,881524
H01493,3128,4,5,2,17,3,1,Rural,No,Yes,Average,17.7,693595
H01494,1232,2,5,2,38,1,4,Rural,No,Yes,Average,10.3,322625
H01495,4136,4,4,2,31,3,1,Suburban,No,No,Good,9.9,925107
H01496,3278,3,2,2,20,2,3,Urban,Yes,Yes,Good,21.5,850541
H01497,2416,2,5,3,8,0,1,Suburban,Yes,No,Excellent,13.9,646443
H01498,2390,2,4,1,2,1,0,Rural,Yes,Yes,Needs Renovation,28.1,508811
H01499,3052,4,1,1,25,0,2,Suburban,Yes,No,Needs Renovation,16.4,666534
H01500,4648,5,3,1,32,2,3,Urban,No,Yes,Average,6.8,1084434
H01501,3902,6,1,3,38,2,3,Rural,Yes,Yes,Average,13.4,837036
H01502,1434,3,2,3,32,1,0,Suburban,No,Yes,Excellent,26.0,404431
H01503,3351,2,2,1,1,1,4,Urban,Yes,No,Needs Renovation,6.8,797774
H01504,3313,1,4,2,13,3,3,Suburban,No,No,Excellent,5.8,790716
H01505,2152,1,3,1,20,0,2,Rural,Yes,No,Needs Renovation,3.0,454881
H01506,4323,4,1,3,19,3,1,Suburban,Yes,No,Good,24.7,953098
H01507,2721,4,3,3,35,0,4,Urban,No,No,Excellent,27.0,692674
H01508,3518,2,5,3,40,2,1,Suburban,No,No,Needs Renovation,18.6,711376
H01509,4071,3,4,1,31,2,2,Urban,No,Yes,Average,29.1,932601
H01510,709,2,1,3,36,0,0,Urban,No,Yes,Excellent,9.9,324393
H01511,4746,1,1,2,27,1,2,Rural,Yes,Yes,Good,28.2,909040
H01512,4813,3,2,1,34,0,2,Rural,Yes,No,Excellent,4.2,1010792
H01513,2661,5,5,1,38,2,0,Urban,Yes,No,Good,27.0,707716
